name,id,nametype,recclass,mass,year,reclat,reclong,coordinates
Marion (Iowa),15424,Valid,L6,0.0,1847-01-01,41.9,-91.6,"[0, 0]"
Marjalahti,15426,Valid,"Pallasite, PMG",0.0,1902-01-01,61.5,30.5,"[0, 0]"
Marmande,15429,Valid,L5,0.0,1848-01-01,44.5,0.15,"[0, 0]"
Maromandia,15430,Valid,L6,0.0,2002-01-01,-14.2,48.1,"[0, 0]"
Maryville,15436,Valid,L6,0.0,1983-01-01,35.8,-84.1,"[0, 0]"
Mascombes,15438,Valid,L6,0.0,1836-01-01,45.36667,1.86667,"[0, 0]"
Mason Gully,53653,Valid,H5,0.0,2010-01-01,0.0,0.0,"[0, 0]"
Mässing,15443,Valid,Howardite,0.0,1803-01-01,48.13333,12.61667,"[0, 0]"
Mauerkirchen,15446,Valid,L6,0.0,1768-01-01,48.18333,13.13333,"[0, 0]"
Mauritius,15447,Valid,L6,0.0,1801-01-01,-20.0,57.0,"[0, 0]"
Mayo Belwa,15451,Valid,Aubrite,0.0,1974-01-01,8.96667,12.08333,"[0, 0]"
Mazapil,15453,Valid,"Iron, IAB-sLL",0.0,1885-01-01,24.68333,-101.68333,"[0, 0]"
Maziba,15454,Valid,L6,0.0,1942-01-01,-1.21667,30.0,"[0, 0]"
Mbale,15455,Valid,L5/6,0.0,1992-01-01,1.06667,34.16667,"[0, 0]"
Medanitos,15467,Valid,Eucrite-cm,0.0,1953-01-01,-27.25,-67.5,"[0, 0]"
Meerut,15469,Valid,H5,0.0,1861-01-01,29.01667,77.8,"[0, 0]"
Meester-Cornelis,15470,Valid,H5,0.0,1915-01-01,-6.23333,106.88333,"[0, 0]"
Menow,15485,Valid,H4,0.0,1862-01-01,53.18333,13.15,"[0, 0]"
Menziswyl,15486,Valid,L5,0.0,1903-01-01,46.81867,7.21817,"[0, 0]"
Mern,15489,Valid,L6,0.0,1878-01-01,55.05,12.06667,"[0, 0]"
Meru,15491,Valid,LL6,0.0,1945-01-01,0.0,37.66667,"[0, 0]"
Merua,15492,Valid,H5,0.0,1920-01-01,25.48333,81.98333,"[0, 0]"
Messina,15495,Valid,L5,0.0,1955-01-01,38.18333,15.56667,"[0, 0]"
Meuselbach,16626,Valid,L6,0.0,1897-01-01,50.58333,11.1,"[0, 0]"
Mezel,16627,Valid,L6,0.0,1949-01-01,45.76667,3.25,"[0, 0]"
Mezö-Madaras,16628,Valid,L3.7,0.0,1852-01-01,46.5,25.73333,"[0, 0]"
Mhow,16629,Valid,L6,0.0,1827-01-01,25.9,83.61667,"[0, 0]"
Mianchi,16631,Valid,H5,0.0,1980-01-01,34.8,111.7,"[0, 0]"
Middlesbrough,16632,Valid,L6,0.0,1881-01-01,54.56667,-1.16667,"[0, 0]"
Mifflin,52090,Valid,L5,0.0,2010-01-01,42.9075,-90.36556,"[0, 0]"
Mighei,16634,Valid,CM2,0.0,1889-01-01,48.06667,30.96667,"[0, 0]"
Mihonoseki,16635,Valid,L6,0.0,1992-01-01,35.56833,133.22,"[0, 0]"
Mike,16636,Valid,L6,0.0,1944-01-01,46.23333,17.53333,"[0, 0]"
Milena,16640,Valid,L6,0.0,1842-01-01,46.18333,16.1,"[0, 0]"
Millbillillie,16643,Valid,Eucrite-mmict,0.0,1960-01-01,-26.45,120.36667,"[0, 0]"
Miller (Arkansas),16645,Valid,H5,0.0,1930-01-01,35.4,-92.05,"[0, 0]"
Minamino,16692,Valid,L,0.0,,35.07833,136.93333,"[0, 0]"
Mineo,16696,Valid,Pallasite,0.0,1826-01-01,37.28333,14.7,"[0, 0]"
Min-Fan-Zhun,16697,Valid,LL6,0.0,1952-01-01,32.33333,120.66667,"[0, 0]"
Minnichhof,16700,Valid,OC,0.0,1905-01-01,47.7,16.6,"[0, 0]"
Mirzapur,16701,Valid,L5,0.0,1910-01-01,25.68333,83.25,"[0, 0]"
Misshof,16703,Valid,H5,0.0,1890-01-01,56.66667,23.0,"[0, 0]"
Mjelleim,16707,Valid,H,0.0,1898-01-01,61.73333,5.93333,"[0, 0]"
Mocs,16709,Valid,L5-6,0.0,1882-01-01,46.8,24.03333,"[0, 0]"
Modoc (1905),16711,Valid,L6,0.0,1905-01-01,38.5,-101.1,"[0, 0]"
Mokoia,16713,Valid,CV3,0.0,1908-01-01,-39.63333,174.4,"[0, 0]"
Molina,16715,Valid,H5,0.0,1858-01-01,38.11667,-1.16667,"[0, 0]"
Molteno,16717,Valid,Howardite,0.0,1953-01-01,-31.25,26.46667,"[0, 0]"
Monahans (1998),16719,Valid,H5,0.0,1998-01-01,31.60833,-102.85833,"[0, 0]"
Monroe,16720,Valid,H4,0.0,1849-01-01,35.25,-80.5,"[0, 0]"
Monte das Fortes,16725,Valid,L5,0.0,1950-01-01,38.01667,-8.25,"[0, 0]"
Monte Milone,16726,Valid,L5,0.0,1846-01-01,43.26667,13.35,"[0, 0]"
Montferré,16727,Valid,H5,0.0,1923-01-01,43.39056,1.9625,"[0, 0]"
Montlivault,16729,Valid,L6,0.0,1838-01-01,47.63333,1.58333,"[0, 0]"
Monze,16733,Valid,L6,0.0,1950-01-01,-15.96667,27.35,"[0, 0]"
Moore County,16736,Valid,Eucrite-cm,0.0,1913-01-01,35.41667,-79.38333,"[0, 0]"
Mooresfort,16737,Valid,H5,0.0,1810-01-01,52.45,-8.33333,"[0, 0]"
Moorleah,16738,Valid,L6,0.0,1930-01-01,-40.975,145.6,"[0, 0]"
Moradabad,16740,Valid,L6,0.0,1808-01-01,28.78333,78.83333,"[0, 0]"
Morávka,16742,Valid,H5,0.0,2000-01-01,49.6,18.53333,"[0, 0]"
Mornans,16747,Valid,H5,0.0,1875-01-01,44.6,5.13333,"[0, 0]"
Moss,36592,Valid,CO3.6,0.0,2006-01-01,59.43333,10.7,"[0, 0]"
Moti-ka-nagla,16759,Valid,H6,0.0,1868-01-01,26.83333,77.33333,"[0, 0]"
Motta di Conti,16762,Valid,H4,0.0,1868-01-01,45.2,8.5,"[0, 0]"
Mount Browne,16766,Valid,H6,0.0,1902-01-01,-29.8,141.7,"[0, 0]"
Mount Tazerzait,16804,Valid,L5,0.0,1991-01-01,18.7,4.8,"[0, 0]"
Mount Vaisi,16805,Valid,Stone-uncl,0.0,,44.08333,6.86667,"[0, 0]"
Mtola,16820,Valid,Stone-uncl,0.0,1944-01-01,-11.5,33.5,"[0, 0]"
Muddoor,16841,Valid,L5,0.0,1865-01-01,12.63333,77.01667,"[0, 0]"
Mulletiwu,16851,Valid,L,0.0,1795-01-01,9.33333,80.83333,"[0, 0]"
Muraid,16874,Valid,L6,0.0,1924-01-01,24.5,90.21667,"[0, 0]"
Murchison,16875,Valid,CM2,0.0,1969-01-01,-36.61667,145.2,"[0, 0]"
Murray,16882,Valid,CM2,0.0,1950-01-01,36.6,-88.1,"[0, 0]"
Muzaffarpur,16885,Valid,"Iron, IAB-sHL",0.0,1964-01-01,26.13333,85.53333,"[0, 0]"
Myhee Caunta,16887,Valid,OC,0.0,1842-01-01,23.05,72.63333,"[0, 0]"
Nadiabondi,16889,Valid,H5,0.0,1956-01-01,12.0,1.0,"[0, 0]"
Nagai,16890,Valid,L6,0.0,1922-01-01,38.12167,140.06167,"[0, 0]"
Nagaria,16892,Valid,Eucrite-cm,0.0,1875-01-01,26.98333,78.21667,"[0, 0]"
Nagy-Borové,16893,Valid,L5,0.0,1895-01-01,49.16667,19.5,"[0, 0]"
Nakhla,16898,Valid,Martian (nakhlite),0.0,1911-01-01,31.31667,30.35,"[0, 0]"
Nakhon Pathom,16899,Valid,L6,0.0,1923-01-01,13.73333,100.08333,"[0, 0]"
Nammianthal,16902,Valid,H5,0.0,1886-01-01,12.28333,79.2,"[0, 0]"
Nan Yang Pao,16903,Valid,L6,0.0,1917-01-01,35.66667,103.5,"[0, 0]"
Nanjemoy,16904,Valid,H6,0.0,1825-01-01,38.41667,-77.16667,"[0, 0]"
Nantong,16907,Valid,H6,0.0,1984-01-01,32.11667,121.8,"[0, 0]"
Naoki,16908,Valid,H6,0.0,1928-01-01,19.25,77.0,"[0, 0]"
Naragh,16909,Valid,H6,0.0,1974-01-01,33.75,51.5,"[0, 0]"
Narellan,16912,Valid,L6,0.0,1928-01-01,-34.05,150.68889,"[0, 0]"
Narni,16914,Valid,Stone-uncl,0.0,,42.51667,12.51667,"[0, 0]"
Nassirah,16922,Valid,H4,0.0,1936-01-01,-21.73333,165.9,"[0, 0]"
Natal,16923,Valid,Stone-uncl,0.0,1973-01-01,0.0,0.0,"[0, 0]"
Nawapali,16927,Valid,CM2,0.0,1890-01-01,21.25,83.66667,"[0, 0]"
Neagari,16934,Valid,L6,0.0,1995-01-01,36.44917,136.46528,"[0, 0]"
Nedagolla,16935,Valid,"Iron, ungrouped",0.0,1870-01-01,18.68333,83.48333,"[0, 0]"
Nejo,16941,Valid,L6,0.0,1970-01-01,9.5,35.33333,"[0, 0]"
Nerft,16945,Valid,L6,0.0,1864-01-01,56.5,21.5,"[0, 0]"
Neuschwanstein,16950,Valid,EL6,0.0,2002-01-01,47.525,10.80833,"[0, 0]"
New Concord,16953,Valid,L6,0.0,1860-01-01,40.0,-81.76667,"[0, 0]"
New Halfa,16954,Valid,L4,0.0,1994-01-01,15.36667,35.68333,"[0, 0]"
New Orleans,16960,Valid,H5,0.0,2003-01-01,29.94718,-90.10976,"[0, 0]"
Ngawi,16966,Valid,LL3.6,0.0,1883-01-01,-7.45,111.41667,"[0, 0]"
N'Goureyma,16968,Valid,"Iron, ungrouped",0.0,1900-01-01,13.85,-4.38333,"[0, 0]"
Nicorps,16970,Valid,Stone-uncl,0.0,1750-01-01,49.03333,-1.43333,"[0, 0]"
Niger (L6),16974,Valid,L6,0.0,1967-01-01,0.0,0.0,"[0, 0]"
Niger (LL6),16975,Valid,LL6,0.0,1967-01-01,0.0,0.0,"[0, 0]"
Nikolaevka,16976,Valid,H4,0.0,1935-01-01,52.45,78.63333,"[0, 0]"
Nikolskoe,16977,Valid,L4,0.0,1954-01-01,56.11667,37.33333,"[0, 0]"
Ningbo,16980,Valid,"Iron, IVA",0.0,1975-01-01,29.86667,121.48333,"[0, 0]"
Ningqiang,16981,Valid,C3-ung,0.0,1983-01-01,32.925,105.90667,"[0, 0]"
Nio,16982,Valid,H3-4,0.0,1897-01-01,34.2,131.56667,"[0, 0]"
N'Kandhla,16983,Valid,"Iron, IID",0.0,1912-01-01,-28.56667,30.7,"[0, 0]"
Nobleborough,16984,Valid,Eucrite-pmict,0.0,1823-01-01,44.08333,-69.48333,"[0, 0]"
Noblesville,16985,Valid,H4-6,0.0,1991-01-01,40.08528,-86.055,"[0, 0]"
Nogata,16988,Valid,L6,0.0,,33.725,130.75,"[0, 0]"
Nogoya,16989,Valid,CM2,0.0,1879-01-01,-32.36667,-59.83333,"[0, 0]"
Norfork,16994,Valid,"Iron, IIIAB",0.0,1918-01-01,36.21667,-92.26667,"[0, 0]"
Norton County,17922,Valid,Aubrite,0.0,1948-01-01,39.68333,-99.86667,"[0, 0]"
Noventa Vicentina,17930,Valid,H4,0.0,1971-01-01,45.29167,11.52722,"[0, 0]"
Novo-Urei,17933,Valid,Ureilite,0.0,1886-01-01,54.81667,46.0,"[0, 0]"
Novy-Ergi,17934,Valid,Stone-uncl,0.0,,58.55,31.33333,"[0, 0]"
Novy-Projekt,17935,Valid,OC,0.0,1908-01-01,56.0,22.0,"[0, 0]"
Noyan-Bogdo,17936,Valid,L6,0.0,1933-01-01,42.91667,102.46667,"[0, 0]"
Nuevo Mercurio,17938,Valid,H5,0.0,1978-01-01,24.3,-102.13333,"[0, 0]"
Nulles,17959,Valid,H6,0.0,1851-01-01,41.63333,0.75,"[0, 0]"
Numakai,17960,Valid,H4,0.0,1925-01-01,43.33333,141.86667,"[0, 0]"
Nyaung,17969,Valid,"Iron, IIIAB",0.0,1939-01-01,21.20833,94.91667,"[0, 0]"
Nyirábrany,17970,Valid,LL5,0.0,1914-01-01,47.55,22.025,"[0, 0]"
Ochansk,17979,Valid,H4,0.0,1887-01-01,57.78333,55.26667,"[0, 0]"
Oesede,17988,Valid,H5,0.0,1927-01-01,52.28333,8.05,"[0, 0]"
Oesel,17989,Valid,L6,0.0,1855-01-01,58.5,23.0,"[0, 0]"
Ofehértó,17990,Valid,L6,0.0,1900-01-01,47.88333,22.03333,"[0, 0]"
Ogi,17994,Valid,H6,0.0,1741-01-01,33.28333,130.2,"[0, 0]"
Ohaba,17995,Valid,H5,0.0,1857-01-01,46.06667,23.58333,"[0, 0]"
Ohuma,17996,Valid,L5,0.0,1963-01-01,6.75,8.5,"[0, 0]"
Ojuelos Altos,17997,Valid,L6,0.0,1926-01-01,38.18333,-5.4,"[0, 0]"
Okabe,17998,Valid,H5,0.0,1958-01-01,36.18333,139.21667,"[0, 0]"
Okano,18000,Valid,"Iron, IIAB",0.0,1904-01-01,35.08333,135.2,"[0, 0]"
Okniny,18002,Valid,LL6,0.0,1834-01-01,50.83333,25.5,"[0, 0]"
Oldenburg (1930),18009,Valid,L6,0.0,1930-01-01,52.95,8.16667,"[0, 0]"
Oliva-Gandia,18012,Valid,Stone-uncl,0.0,,39.0,-0.03333,"[0, 0]"
Olivenza,18013,Valid,LL5,0.0,1924-01-01,38.71667,-7.06667,"[0, 0]"
Olmedilla de Alarcón,18015,Valid,H5,0.0,1929-01-01,39.56667,-2.1,"[0, 0]"
Omolon,18019,Valid,"Pallasite, PMG",0.0,1981-01-01,64.02,161.80833,"[0, 0]"
Orgueil,18026,Valid,CI1,0.0,1864-01-01,43.88333,1.38333,"[0, 0]"
Orlando,34489,Valid,Eucrite,0.0,2004-01-01,28.5475,-81.36222,"[0, 0]"
Ornans,18030,Valid,CO3.4,0.0,1868-01-01,47.11667,6.15,"[0, 0]"
Ortenau,18033,Valid,Stone-uncl,0.0,,48.5,8.0,"[0, 0]"
Orvinio,18034,Valid,H6,0.0,1872-01-01,42.13333,12.93333,"[0, 0]"
Oterøy,18042,Valid,L6,0.0,1928-01-01,58.88333,9.4,"[0, 0]"
Otomi,18045,Valid,H,0.0,1867-01-01,38.4,140.35,"[0, 0]"
Ottawa,18046,Valid,LL6,0.0,1896-01-01,38.6,-95.21667,"[0, 0]"
Ouadangou,56729,Valid,L5,0.0,2003-01-01,12.9,0.08,"[0, 0]"
Oued el Hadjar,18050,Valid,LL6,0.0,1986-01-01,30.18,-6.57717,"[0, 0]"
Oum Dreyga,31282,Valid,H3-5,0.0,2003-01-01,24.3,-13.1,"[0, 0]"
Ourique,18052,Valid,H4,0.0,1998-01-01,37.60833,-8.28,"[0, 0]"
Ovambo,18055,Valid,L6,0.0,1900-01-01,-18.0,16.0,"[0, 0]"
Oviedo,18058,Valid,H5,0.0,1856-01-01,43.4,-5.86667,"[0, 0]"
Owrucz,18062,Valid,OC,0.0,1775-01-01,51.33333,28.83333,"[0, 0]"
Pacula,18068,Valid,L6,0.0,1881-01-01,21.05,-99.3,"[0, 0]"
Padvarninkai,18069,Valid,Eucrite-mmict,0.0,1929-01-01,55.66667,25.0,"[0, 0]"
Paitan,18072,Valid,H6,0.0,1910-01-01,17.74333,120.45583,"[0, 0]"
Palahatchie,18073,Valid,OC,0.0,1910-01-01,32.31667,-89.71667,"[0, 0]"
Palca de Aparzo,18074,Valid,L5,0.0,1988-01-01,-23.11667,-65.1,"[0, 0]"
Palinshih,18077,Valid,Iron,0.0,1914-01-01,43.48333,118.61667,"[0, 0]"
Palmyra,18079,Valid,L3,0.0,1926-01-01,39.8,-91.5,"[0, 0]"
Palolo Valley,18082,Valid,H5,0.0,1949-01-01,21.3,-157.78333,"[0, 0]"
Dominion Range 03239,32591,Valid,L6,0.0,2002-01-01,0.0,0.0,"[0, 0]"
Pampanga,18093,Valid,L5,0.0,1859-01-01,15.08333,120.7,"[0, 0]"
Pantar,18098,Valid,H5,0.0,1938-01-01,8.06667,124.28333,"[0, 0]"
Paragould,18101,Valid,LL5,0.0,1930-01-01,36.06667,-90.5,"[0, 0]"
Parambu,18102,Valid,LL5,0.0,1967-01-01,-6.23333,-40.7,"[0, 0]"
Paranaiba,18103,Valid,L6,0.0,1956-01-01,-19.13333,-51.66667,"[0, 0]"
Park Forest,18106,Valid,L5,0.0,2003-01-01,41.48472,-87.67917,"[0, 0]"
Parnallee,18108,Valid,LL3.6,0.0,1857-01-01,9.23333,78.35,"[0, 0]"
Parsa,18109,Valid,EH3,0.0,1942-01-01,26.2,85.4,"[0, 0]"
Pasamonte,18110,Valid,Eucrite-pmict,0.0,1933-01-01,36.21667,-103.4,"[0, 0]"
Patora,18112,Valid,H6,0.0,1969-01-01,20.93694,82.05,"[0, 0]"
Patrimonio,18116,Valid,L6,0.0,1950-01-01,-19.53333,-48.56667,"[0, 0]"
Patti,18118,Valid,Iron,0.0,1922-01-01,38.13333,14.96667,"[0, 0]"
Patwar,18171,Valid,Mesosiderite-A1,0.0,1935-01-01,23.15,91.18333,"[0, 0]"
Pavel,18173,Valid,H5,0.0,1966-01-01,43.46667,25.51667,"[0, 0]"
Pavlodar (stone),18175,Valid,H5,0.0,1938-01-01,52.3,77.03333,"[0, 0]"
Pavlograd,18176,Valid,L6,0.0,1826-01-01,48.53333,35.98333,"[0, 0]"
Pavlovka,18177,Valid,Howardite,0.0,1882-01-01,52.03333,43.0,"[0, 0]"
Pê,18179,Valid,L6,0.0,1989-01-01,11.33367,-3.54217,"[0, 0]"
Peace River,18180,Valid,L6,0.0,1963-01-01,56.13333,-117.93333,"[0, 0]"
Peckelsheim,18181,Valid,Diogenite-pm,0.0,1953-01-01,51.66667,9.25,"[0, 0]"
Peekskill,18782,Valid,H6,0.0,1992-01-01,41.28333,-73.91667,"[0, 0]"
Peña Blanca Spring,18786,Valid,Aubrite,0.0,1946-01-01,30.125,-103.11667,"[0, 0]"
Peramiho,18792,Valid,Eucrite-mmict,0.0,1899-01-01,-10.66667,35.5,"[0, 0]"
Perpeti,18793,Valid,L6,0.0,1935-01-01,23.325,91.0,"[0, 0]"
Perth,18797,Valid,LL5,0.0,1830-01-01,56.4,-3.43333,"[0, 0]"
Pervomaisky,18798,Valid,L6,0.0,1933-01-01,56.63333,39.43333,"[0, 0]"
Pesyanoe,18799,Valid,Aubrite,0.0,1933-01-01,55.5,66.08333,"[0, 0]"
Pétèlkolé,18800,Valid,H5,0.0,1995-01-01,14.052,0.42,"[0, 0]"
Petersburg,18801,Valid,Eucrite-pmict,0.0,1855-01-01,35.3,-86.63333,"[0, 0]"
Pettiswood,18804,Valid,Stone-uncl,0.0,1779-01-01,53.53333,-7.33333,"[0, 0]"
Phillips County (stone),18808,Valid,L6,0.0,1901-01-01,40.0,-99.25,"[0, 0]"
Phu Hong,18809,Valid,H4,0.0,1887-01-01,11.25,108.58333,"[0, 0]"
Phum Sambo,18811,Valid,H4,0.0,1933-01-01,12.0,105.48333,"[0, 0]"
Phuoc-Binh,18812,Valid,L5,0.0,1941-01-01,15.71667,108.1,"[0, 0]"
Piancaldoli,18813,Valid,LL3.4,0.0,1968-01-01,44.24417,11.50222,"[0, 0]"
Picote,18816,Valid,Stone-uncl,0.0,1843-01-01,41.36667,-6.23333,"[0, 0]"
Pillistfer,18822,Valid,EL6,0.0,1863-01-01,58.66667,25.73333,"[0, 0]"
Piplia Kalan,18831,Valid,Eucrite-mmict,0.0,1996-01-01,26.03472,73.94167,"[0, 0]"
Piquetberg,18832,Valid,H,0.0,1881-01-01,-32.86667,18.71667,"[0, 0]"
Pirgunje,18834,Valid,L6,0.0,1882-01-01,25.8,88.45,"[0, 0]"
Pirthalla,18835,Valid,H6,0.0,1884-01-01,29.58333,76.0,"[0, 0]"
Pitts,18837,Valid,"Iron, IAB-ung",0.0,1921-01-01,31.95,-83.51667,"[0, 0]"
Plantersville,18846,Valid,H6,0.0,1930-01-01,30.7,-96.11667,"[0, 0]"
Pleşcoi,51706,Valid,L5-6,0.0,2008-01-01,45.275,26.70972,"[0, 0]"
Ploschkovitz,18849,Valid,L5,0.0,1723-01-01,50.53333,14.11667,"[0, 0]"
Pnompehn,18851,Valid,L6,0.0,1868-01-01,11.58333,104.91667,"[0, 0]"
Dominion Range 03240,32592,Valid,LL5,0.0,2002-01-01,0.0,0.0,"[0, 0]"
Pohlitz,18853,Valid,L5,0.0,1819-01-01,50.93333,12.13333,"[0, 0]"
Pokhra,18858,Valid,H5,0.0,1866-01-01,26.71667,82.66667,"[0, 0]"
Pollen,18860,Valid,CM2,0.0,1942-01-01,66.34833,14.015,"[0, 0]"
Pontlyfni,18865,Valid,Winonaite,0.0,1931-01-01,53.03639,-4.31944,"[0, 0]"
Portales Valley,18874,Valid,H6,0.0,1998-01-01,34.175,-103.295,"[0, 0]"
Portugal,18876,Valid,Stone-uncl,0.0,1796-01-01,38.5,-8.0,"[0, 0]"
Po-wang Chen,18879,Valid,LL,0.0,1933-01-01,31.41667,118.5,"[0, 0]"
Prambachkirchen,18883,Valid,L6,0.0,1932-01-01,48.3025,13.94083,"[0, 0]"
Pribram,18887,Valid,H5,0.0,1959-01-01,49.66667,14.03333,"[0, 0]"
Pricetown,18888,Valid,L6,0.0,1893-01-01,39.11667,-83.85,"[0, 0]"
Puerto Lápice,45984,Valid,Eucrite-br,0.0,2007-01-01,39.35,-3.51667,"[0, 0]"
Pulsora,18899,Valid,H5,0.0,1863-01-01,23.36667,75.18333,"[0, 0]"
Pultusk,18901,Valid,H5,0.0,1868-01-01,52.76667,21.26667,"[0, 0]"
Punganaru,18902,Valid,Stone-uncl,0.0,1811-01-01,13.33333,78.95,"[0, 0]"
Putinga,18905,Valid,L6,0.0,1937-01-01,-29.03333,-53.05,"[0, 0]"
Qidong,18907,Valid,L/LL5,0.0,1982-01-01,32.08333,121.5,"[0, 0]"
Qingzhen,18908,Valid,EH3,0.0,1976-01-01,26.53333,106.46667,"[0, 0]"
Queen's Mercy,22357,Valid,H6,0.0,1925-01-01,-30.11667,28.7,"[0, 0]"
Quenggouk,22358,Valid,H4,0.0,1857-01-01,17.76667,95.18333,"[0, 0]"
Quesa,22360,Valid,"Iron, IAB-ung",0.0,1898-01-01,39.0,-0.66667,"[0, 0]"
Quija,22361,Valid,H,0.0,1990-01-01,44.61667,126.13333,"[0, 0]"
Quincay,22363,Valid,L6,0.0,1851-01-01,46.6,0.25,"[0, 0]"
Raco,22368,Valid,H5,0.0,1957-01-01,-26.66667,-65.45,"[0, 0]"
Raghunathpura,22371,Valid,"Iron, IIAB",0.0,1986-01-01,27.72528,76.465,"[0, 0]"
Rahimyar Khan,31302,Valid,L5,0.0,1983-01-01,28.225,70.2,"[0, 0]"
Rakovka,22376,Valid,L6,0.0,1878-01-01,52.98333,37.03333,"[0, 0]"
Ramnagar,22384,Valid,L6,0.0,1940-01-01,26.45,82.9,"[0, 0]"
Rampurhat,22385,Valid,LL,0.0,1916-01-01,24.16667,87.76667,"[0, 0]"
Ramsdorf,22386,Valid,L6,0.0,1958-01-01,51.88333,6.93333,"[0, 0]"
Ranchapur,22387,Valid,H4,0.0,1917-01-01,23.98333,87.08333,"[0, 0]"
Rancho de la Presa,22390,Valid,H5,0.0,1899-01-01,19.86667,-100.81667,"[0, 0]"
Rangala,22392,Valid,L6,0.0,1937-01-01,25.38333,72.01667,"[0, 0]"
Raoyang,22394,Valid,L6,0.0,1919-01-01,38.2,115.7,"[0, 0]"
Ras Tanura,22395,Valid,H6,0.0,1961-01-01,26.66667,50.15,"[0, 0]"
Rasgrad,22396,Valid,Stone-uncl,0.0,1740-01-01,43.5,26.53333,"[0, 0]"
Ratyn,22398,Valid,Stone-uncl,0.0,1880-01-01,52.2,17.98333,"[0, 0]"
Red Canyon Lake,53502,Valid,H5,0.0,2007-01-01,38.13742,-119.75812,"[0, 0]"
Reliegos,22584,Valid,L5,0.0,1947-01-01,42.475,-5.33333,"[0, 0]"
Rembang,22585,Valid,"Iron, IVA",0.0,1919-01-01,-6.73333,111.36667,"[0, 0]"
Renazzo,22586,Valid,CR2,0.0,1824-01-01,44.76667,11.28333,"[0, 0]"
Renca,22587,Valid,L5,0.0,1925-01-01,-32.75,-65.28333,"[0, 0]"
Renqiu,22589,Valid,L6,0.0,1916-01-01,38.66667,116.13333,"[0, 0]"
Repeev Khutor,22590,Valid,"Iron, IIF",0.0,1933-01-01,48.6,45.66667,"[0, 0]"
Revelstoke,22592,Valid,CI1,0.0,1965-01-01,51.33333,-118.95,"[0, 0]"
Rewari,22593,Valid,L6,0.0,1929-01-01,28.2,76.66667,"[0, 0]"
Rich Mountain,22597,Valid,L6,0.0,1903-01-01,35.03333,-83.03333,"[0, 0]"
Uzcudun,24140,Valid,L,0.0,1948-01-01,-44.11667,-66.15,"[0, 0]"
Richardton,22599,Valid,H5,0.0,1918-01-01,46.88333,-102.31667,"[0, 0]"
Richland Springs,22602,Valid,OC,0.0,1980-01-01,31.25,-99.03333,"[0, 0]"
Richmond,22603,Valid,LL5,0.0,1828-01-01,37.46667,-77.5,"[0, 0]"
Rio Negro,22611,Valid,L4,0.0,1934-01-01,-26.1,-49.8,"[0, 0]"
Rivolta de Bassi,22614,Valid,Stone-uncl,0.0,,45.48333,9.51667,"[0, 0]"
Rochester,22637,Valid,H6,0.0,1876-01-01,41.08333,-86.28333,"[0, 0]"
Rockhampton,22640,Valid,Stone-uncl,0.0,1895-01-01,-23.38333,150.51667,"[0, 0]"
Roda,22641,Valid,Diogenite,0.0,1871-01-01,42.3,0.55,"[0, 0]"
Rodach,22642,Valid,Stone-uncl,0.0,1775-01-01,50.35,10.8,"[0, 0]"
Rose City,22766,Valid,H5,0.0,1921-01-01,44.51667,-83.95,"[0, 0]"
Rowton,22773,Valid,"Iron, IIIAB",0.0,1876-01-01,52.76667,-2.51667,"[0, 0]"
Ruhobobo,22780,Valid,L6,0.0,1976-01-01,-1.45,29.83333,"[0, 0]"
Rumuruti,22782,Valid,R3.8-6,0.0,1934-01-01,0.26667,36.53333,"[0, 0]"
Rupota,22783,Valid,L4-6,0.0,1949-01-01,-10.26667,38.76667,"[0, 0]"
Ryechki,22791,Valid,L5,0.0,1914-01-01,51.13333,34.5,"[0, 0]"
Sabetmahet,22792,Valid,H5,0.0,1855-01-01,27.43333,82.08333,"[0, 0]"
Sabrum,22793,Valid,LL6,0.0,1999-01-01,23.08333,91.66667,"[0, 0]"
Sagan,22796,Valid,Stone-uncl,0.0,,51.53333,14.88333,"[0, 0]"
Saint-Sauveur,23101,Valid,EH5,0.0,1914-01-01,43.73333,1.38333,"[0, 0]"
Saint-Séverin,23102,Valid,LL6,0.0,1966-01-01,45.3,0.23333,"[0, 0]"
Sakauchi,23103,Valid,Iron,0.0,1913-01-01,35.66667,136.3,"[0, 0]"
Salem,23107,Valid,L6,0.0,1981-01-01,44.97917,-122.96944,"[0, 0]"
Salles,23111,Valid,L5,0.0,1798-01-01,46.05,4.63333,"[0, 0]"
Salzwedel,23114,Valid,LL5,0.0,1985-01-01,52.75,11.05,"[0, 0]"
Samelia,23115,Valid,"Iron, IIIAB",0.0,1921-01-01,25.66667,74.86667,"[0, 0]"
San Juan Capistrano,23128,Valid,H6,0.0,1973-01-01,33.48472,-117.6625,"[0, 0]"
San Michele,31315,Valid,L6,0.0,2002-01-01,43.66667,13.0,"[0, 0]"
San Pedro de Quiles,23130,Valid,L6,0.0,1956-01-01,-31.01667,-71.4,"[0, 0]"
San Pedro Jacuaro,34063,Valid,LL6,0.0,1968-01-01,19.76667,-100.65,"[0, 0]"
Santa Barbara,23161,Valid,L4,0.0,1873-01-01,-29.2,-51.86667,"[0, 0]"
Santa Cruz,23164,Valid,CM2,0.0,1939-01-01,24.16667,-99.33333,"[0, 0]"
Santa Isabel,23165,Valid,L6,0.0,1924-01-01,-33.9,-61.7,"[0, 0]"
